"SettingName","Value","Id"
"windows10EndpointProtectionConfiguration localSecurityOptionsUseAdminApprovalModeForAdministrators","true","7e1f8b55-53cc-46f0-9709-b164163ae25e"
"windows10EndpointProtectionConfiguration eventLogServiceSystemLogMaximumFileSizeInKb","32768","57dd2c85-a7d3-4932-b3d9-b18ab63fa78d"
"windows10GeneralConfiguration internetExplorerLocalMachineZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","9ae181d1-c603-447c-af8d-b2b6eea36481"
"windows10GeneralConfiguration defenderRequireCloudProtection","true","d5d65da2-e951-47af-b731-b39e48ab43af"
"windows10GeneralConfiguration internetExplorerProcessesNotificationBar","""enabled""","ecbe628d-6968-4a2f-a827-b448116a24ff"
"microsoftedge PreventSmartScreenPromptOverride","""enabled""","f267fe3c-f22b-4358-8055-b48037f7cc6a"
"windows10GeneralConfiguration internetExplorerDownloadEnclosures","""disabled""","bbb1c141-0f69-43a1-9001-b51537592780"
"windows10GeneralConfiguration internetExplorerRestrictedZoneLaunchApplicationsAndFilesInAnIFrame","""disable""","06885561-79d1-428e-8adf-b5ae76502f6b"
"windows10GeneralConfiguration internetExplorerProcessesMKProtocolSecurityRestriction","""enabled""","e5d4fdff-cc18-4376-959e-b8820d9c9798"
"windows10EndpointProtectionConfiguration deviceGuardLaunchSystemGuard","""enabled""","65221797-76e0-4224-92e6-b88ea1816180"
"windows10GeneralConfiguration internetExplorerInternetZoneScriptInitiatedWindows","""disabled""","d60ca9ec-4f31-41bf-9abe-b9e87d3b1632"
"windows10GeneralConfiguration internetExplorerRestrictedZoneScriptlets","""disabled""","ae12f6f1-36ec-4611-8334-bd4daf108ce6"
"windows10EndpointProtectionConfiguration localSecurityOptionsDisableServerDigitallySignCommunicationsAlways","true","1b733312-9418-41e2-ba8d-be4552a44a4c"
"microsoftedgeAuthSchemes AuthSchemes","[""ntlm"",""negotiate""]","15b523f4-01f2-4f56-b123-c2d6fe7e1eec"
"windows10GeneralConfiguration lockScreenBlockToastNotifications","true","af05bdb3-7874-4e8b-a97c-c46b63bd34a2"
"windows10GeneralConfiguration internetExplorerInternetZoneLogonOptions","""prompt""","55a6747b-529e-499c-97c2-c557d7d69409"
"microsoftedgeDefaultPluginsSetting DefaultPluginsSetting","""2""","77bfce95-84eb-417e-b8f5-c63916b33c84"
"windows10EndpointProtectionConfiguration defenderUntrustedUSBProcessType","""block""","8c411edd-f128-47c6-bdd6-c668047e27a6"
"windows10GeneralConfiguration internetExplorerLockedDownLocalMachineZoneJavaPermissions","""disableJava""","475207d3-69c4-4a09-acfa-c6b84e0e8ef0"
"windows10GeneralConfiguration internetExplorerRestrictedZoneIncludeLocalPathWhenUploadingFilesToServer","""disabled""","3c3176a7-5463-4033-b17f-c743e0bbaf3d"
"windows10GeneralConfiguration internetExplorerIntranetZoneInitializeAndScriptActiveXControlsNotMarkedAsSafe","""disable""","cddd131f-baa6-4d3f-8232-c9f1aea3e2b2"
"windows10GeneralConfiguration windowsSpotlightBlockConsumerSpecificFeatures","false","3039da29-3463-4974-951c-ca36fb8d75b9"
"windows10GeneralConfiguration internetExplorerInternetZoneDownloadSignedActiveXControls","""disable""","0462bf1d-45ef-4a26-bf59-cadefaec4d92"
"windows10GeneralConfiguration internetExplorerIgnoreCertificateErrors","""disabled""","79c65269-dc84-4734-8416-cb030e2d00ec"
"windows10GeneralConfiguration hardwareDeviceInstallationBySetupClasses","{""$implementationId"":""deviceConfiguration--hardwareDeviceInstallationBlocked"",""removeMatchingHardwareDevices"":true,""identifiers"":[""{d48179be-ec20-11d1-b6b8-00c04fa372a7}""]}","a3918224-9398-42f4-a63e-cb64706a0589"
"windows10GeneralConfiguration internetExplorerInternetZonePopupBlocker","""enable""","31e6b752-70fe-4d98-9f1e-cba105a02605"
"windows10EndpointProtectionConfiguration smartScreenEnableInShell","true","6591f7f3-de57-489b-99cc-ccb9338825ce"
"windows10GeneralConfiguration internetExplorerInternetZoneScriptlets","""disable""","4433852a-9ab8-4fa7-92bf-cd19340c63b3"
"windows10GeneralConfiguration internetExplorerSoftwareWhenSignatureIsInvalid","""disabled""","e6a97fca-70de-4407-a519-cded1d3688b3"
"windows10EndpointProtectionConfiguration defenderScriptDownloadedPayloadExecutionType","""block""","2e427912-92b0-4c58-abd8-ce9d7f14ddeb"
"windows10GeneralConfiguration smartScreenBlockPromptOverride","true","a68f1b2a-be73-4b20-a8d5-cf0bc9596b90"
"windows10EndpointProtectionConfiguration remoteDesktopServicesClientConnectionEncryptionLevel","""high""","e4958651-f9cc-4e79-9f69-cf83fb8d12fd"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDotNetFrameworkReliantComponents","""disable""","6b5bca2a-ec71-4868-a348-d1d1b929fe32"
"windows10GeneralConfiguration internetExplorerInternetZoneUserDataPersistence","""disabled""","3c71edb4-e1f8-4530-af85-d24e2022356f"
"windows10EndpointProtectionConfiguration defenderScriptObfuscatedMacroCodeType","""block""","1bafa8d3-5d37-4d4c-8a44-d35df662a5b7"
"windows10GeneralConfiguration internetExplorerDisableProcessesInEnhancedProtectedMode","""enabled""","7ce39e9b-8986-4853-8dd1-d53dee2294be"
"windows10GeneralConfiguration internetExplorerCrashDetection","""disabled""","8829a7dc-f3ac-401a-84e8-d686473f2cf5"
"windows10GeneralConfiguration internetExplorerInternetZoneAutomaticPromptForFileDownloads","""disabled""","2f3c69e4-7577-4f64-9c36-d6954f9ef6cf"
"windows10GeneralConfiguration systemAuditSecurityStateChange","""success""","d957e61a-75db-464d-9186-d72cce2285ac"
"windows10GeneralConfiguration internetExplorerTrustedZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","33e6d78e-f4f5-4e18-8a31-d7fa4d3cc261"
"windows10EndpointProtectionConfiguration connectivityDownloadingOfPrintDriversOverHttp","""enabled""","666a551a-23c9-4234-83fa-d9eb75f87134"
"windows10EndpointProtectionConfiguration localSecurityOptionsDoNotStoreLANManagerHashValueOnNextPasswordChange","true","10e40a04-0696-4283-ae90-dc68b6ff873e"
"windows10GeneralConfiguration systemAuditSecuritySystemExtension","""success""","3e4d91ce-4af4-4a84-aa6d-dc6b23b146b2"
"windows10GeneralConfiguration privilegeUseAuditSensitivePrivilegeUse","""successAndFailure""","f8c0ee7e-b14a-4786-8031-dce880e341d6"
"windows10GeneralConfiguration internetExplorerProcessesConsistentMimeHandling","""enabled""","6836010c-eea7-4452-b1e5-dd41e8402bac"
"windows10GeneralConfiguration internetExplorerCheckSignaturesOnDownloadedPrograms","""enabled""","9655e591-45e3-41be-ad23-dda9dac992ca"
"windows10EndpointProtectionConfiguration defenderOfficeAppsLaunchChildProcessType","""block""","6cf6edd2-d259-4a0d-9f55-e01742359e37"
"windows10GeneralConfiguration defenderCloudExtendedTimeout","50","e0c54c7f-23ba-4c7e-baf1-e0afc2ff8bbc"
"windows10GeneralConfiguration internetExplorerSecuritySettingsCheck","""enabled""","bf4528ee-4658-4470-ab21-e0ff0d8b3505"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAutomaticPromptForFileDownloads","""disabled""","4eef9cd1-1d3f-4a23-a1f0-e118fe3ed1ef"
"windows10GeneralConfiguration internetExplorerFallbackToSsl3","""noSites""","c0d423c6-9fea-47c6-8460-e42ead8061be"
"windows10EndpointProtectionConfiguration firewallProfilePublic","{""connectionSecurityRulesFromGroupPolicyNotMerged"":true,""policyRulesFromGroupPolicyNotMerged"":true,""inboundConnectionsBlocked"":true,""outboundConnectionsRequired"":true,""inboundNotificationsBlocked"":true,""firewallEnabled"":""allowed""}","8f61bbe4-11c4-4043-a626-e465531320da"
"windows10GeneralConfiguration internetExplorerInternetZoneInitializeAndScriptActiveXControlsNotMarkedAsSafe","""disable""","5230ec34-6b67-47fc-ba6e-e78d8ffc9ac4"
"windows10EndpointProtectionConfiguration deviceGuardSecureBootWithDMA","""withoutDMA""","d7e9bf85-8f2b-4d26-8ddc-ea7d2517c803"
"windows10GeneralConfiguration internetExplorerInternetZoneCopyAndPasteViaScript","""disable""","fa486b61-3fd1-4bfd-adf7-eda4504221d7"
"windows10EndpointProtectionConfiguration securityGuideWDigestAuthentication","""disabled""","998df652-7d39-4c32-87fd-edc46640a007"
"windows10GeneralConfiguration policyChangeAuditMPSSVCRuleLevelPolicyChange","""successAndFailure""","142bf6d5-1491-43b7-a8a0-ee3fff35fa2d"
"windows10GeneralConfiguration internetExplorerRestrictedZoneSecurityWarningForPotentiallyUnsafeFiles","""disable""","ad21aa5c-e771-4a1f-ae37-ee5387d777f7"
"windows10GeneralConfiguration objectAccessAuditDetailedFileShare","""failure""","df42a001-0df8-4bef-8615-ef15c431dddc"
"windows10GeneralConfiguration objectAccessAuditOtherObjectAccessEvents","""successAndFailure""","1da646fb-b77e-4ba9-90e4-ef4cf18b22b0"
"windows10GeneralConfiguration appsMicrosoftAccountsOptional","""enabled""","a9c04304-bc45-49d8-977f-ef927729834d"
"windows10EndpointProtectionConfiguration smartScreenBlockOverrideForFiles","true","7866fbe6-2001-40db-b7ee-ef93ff3e0c7c"
"windows10EndpointProtectionConfiguration localSecurityOptionsAllowUIAccessApplicationsForSecureLocations","true","fc046865-6236-40c9-b726-efdcd8a28e98"
"windows10EndpointProtectionConfiguration remoteAssistanceSolicitedSetting","{""$implementationId"":""deviceConfiguration--remoteAssistanceSolicitedSettingDisabled""}","b0af5758-9203-4997-b761-f15cd89b35b3"
"windows10GeneralConfiguration accountLogonLogoffAuditSpecialLogon","""success""","9298ff1b-16ad-4eb7-9643-f1f749294256"
"windows10GeneralConfiguration internetExplorerProcessesMimeSniffingSafetyFeature","""enabled""","1e7b6be6-e671-4ddb-8312-f4ebda569cfd"
"windows10GeneralConfiguration systemAuditSystemIntegrity","""successAndFailure""","7bff4ce0-44ca-4be7-9092-f51aa0248dd0"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDownloadUnsignedActiveXControls","""disable""","9d320539-5dc9-455f-94ef-f54e13a84d32"
"microsoftedge AuthSchemes","""enabled""","b03dc8e3-cd90-4c51-8024-f58cdb3cd86a"
"windows10GeneralConfiguration internetExplorerRestrictedZoneLessPrivilegedSites","""disable""","a6c3d23d-728f-4897-a64b-f5c9ea58ad23"
"windows10EndpointProtectionConfiguration localSecurityOptionsClientSendUnencryptedPasswordToThirdPartySMBServers","true","1f542499-9cd1-4e95-aa82-f62eea5d1f31"
"windows10EndpointProtectionConfiguration deviceGuardLocalSystemAuthorityCredentialGuardSettings","""enableWithUEFILock""","aac60079-c0d1-44fd-bce5-f8b28de3b562"
"windows10GeneralConfiguration internetExplorerEnhancedProtectedMode","""enabled""","e1eb3a64-14a2-4713-9919-f96126f4be5b"
"windows10GeneralConfiguration internetExplorerRestrictedZoneInitializeAndScriptActiveXControlsNotMarkedAsSafe","""disable""","9756fee1-982c-49b1-bb18-fa04da2dd6f3"
"windows10EndpointProtectionConfiguration networkIcmpRedirectsOverrideOspfGeneratedRoutes","""disabled""","6e0f9378-9bbe-494a-9c70-fa595faeb08d"
"windows10GeneralConfiguration internetExplorerBypassSmartScreenWarningsAboutUncommonFiles","""disabled""","f2311a42-b2d0-46a0-89b8-fb3ca30bc88c"
"windows10GeneralConfiguration accountLogonLogoffAuditGroupMembership","""success""","11ac669c-3757-499d-b2ca-fd15056b80c9"
"windows10GeneralConfiguration edgeRequireSmartScreen","true","4c711315-babf-41e9-91d6-fe0425cc280c"
"windows10GeneralConfiguration windowsSpotlightBlocked","true","9149d385-0836-40e4-93df-fe5f32315ba0"
"windows10GeneralConfiguration searchDisableIndexingEncryptedItems","true","23147e0b-9af0-4e37-9eae-feb9d4e99dd9"
"windows10GeneralConfiguration internetExplorerInternetZoneSmartScreen","""enabled""","b8efe776-d1a7-40b0-8f76-ffa928acd322"
"windows10GeneralConfiguration autoPlayMode","""disabled""","84ad0035-2f1d-40c8-8682-ffe117ea0492"
